,발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생월,발생일,발생시
24633,2017,2017-05-23 9:00,주간,화,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,963824,1949567,127.0904798,37.54472469,5,23,9
24643,2017,2017-05-24 2:00,야간,수,1,1,0,0,0,서울,은평구,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,이륜차,949076,1955849,126.9230993,37.60064798,5,24,2
24651,2017,2017-05-24 23:00,야간,수,1,1,0,0,0,서울,송파구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,968710,1944257,127.1460155,37.49704208,5,24,23
24675,2017,2017-05-26 22:00,야간,금,1,2,1,0,0,서울,중랑구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,965014,1957735,127.1035604,37.61839149,5,26,22
24676,2017,2017-05-26 23:00,야간,금,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943798,1948170,126.8638986,37.53112968,5,26,23
24693,2017,2017-05-28 18:00,야간,일,1,1,0,0,0,서울,광진구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,962438,1951186,127.0747052,37.55926633,5,28,18
24698,2017,2017-05-29 11:00,주간,월,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,957945,1956683,127.0235217,37.60861334,5,29,11
24717,2017,2017-05-31 9:00,주간,수,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,943039,1946237,126.8554585,37.51366086,5,31,9
24735,2017,2017-06-01 23:00,야간,목,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,947346,1943191,126.9044099,37.4864626,6,1,23
24736,2017,2017-06-02 3:00,야간,금,1,2,1,0,0,서울,용산구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,952430,1947052,126.9616659,37.52153781,6,2,3
24755,2017,2017-06-03 21:00,야간,토,1,1,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,이륜차,보행자,939199,1951918,126.8115392,37.56461836,6,3,21
24766,2017,2017-06-04 14:00,주간,일,1,1,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,960391,1942881,127.0519789,37.48432015,6,4,14
24779,2017,2017-06-05 16:00,주간,월,1,1,0,0,0,서울,강동구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,970400,1950977,127.1648634,37.55766834,6,5,16
24804,2017,2017-06-09 1:00,야간,금,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,960084,1941711,127.04857,37.47376123,6,9,1
24835,2017,2017-06-12 13:00,주간,월,1,1,0,0,0,서울,영등포구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,기타,기타,화물차,자전거,947477,1945262,126.9057438,37.50513637,6,12,13
24868,2017,2017-06-15 15:00,주간,목,1,1,0,0,0,서울,금천구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승합차,보행자,947127,1937978,126.9023081,37.43946592,6,15,15
24878,2017,2017-06-16 0:00,야간,금,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943326,1945405,126.8587701,37.50617965,6,16,0
24889,2017,2017-06-16 14:00,주간,금,1,1,0,0,0,서울,용산구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956427,1947971,127.0068415,37.53001942,6,16,14
24894,2017,2017-06-17 4:00,야간,토,1,2,1,0,0,서울,도봉구,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,승용차,960377,1960790,127.0508525,37.64573856,6,17,4
24896,2017,2017-06-17 11:00,주간,토,1,1,0,0,0,서울,강서구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,자전거,승합차,939664,1952626,126.8167459,37.5710301,6,17,11
24902,2017,2017-06-18 0:00,야간,일,1,1,0,0,0,서울,마포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,946211,1951382,126.8909723,37.56022366,6,18,0
24903,2017,2017-06-18 4:00,야간,일,1,3,2,0,0,서울,영등포구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,947537,1948280,126.9062071,37.53234148,6,18,4
24922,2017,2017-06-20 8:00,주간,화,1,2,1,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,자전거,965808,1944341,127.1131819,37.49769627,6,20,8
24927,2017,2017-06-20 11:00,주간,화,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,952936,1947426,126.9673669,37.52493562,6,20,11
24933,2017,2017-06-21 1:00,야간,수,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,962289,1949613,127.0731013,37.54507777,6,21,1
24934,2017,2017-06-21 1:00,야간,수,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957862,1945076,127.0232483,37.50399254,6,21,1
24937,2017,2017-06-21 21:00,야간,수,1,1,0,0,0,서울,중구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,957011,1951843,127.0132241,37.56494621,6,21,21
24945,2017,2017-06-22 17:00,주간,목,1,1,0,0,0,서울,송파구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,967141,1944824,127.1282404,37.5020982,6,22,17
24950,2017,2017-06-22 23:00,야간,목,1,4,0,0,3,서울,용산구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951811,1947377,126.9546387,37.52443586,6,22,23
24959,2017,2017-06-23 19:00,야간,금,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,보행자,967765,1950338,127.135058,37.55182032,6,23,19
24976,2017,2017-06-26 11:00,주간,월,1,4,1,2,0,서울,중구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,956705,1950843,127.0098183,37.55591863,6,26,11
24995,2017,2017-06-27 22:00,야간,화,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958918,1941952,127.03537,37.47588234,6,27,22
25005,2017,2017-06-28 20:00,야간,수,1,2,0,1,0,서울,동작구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,고가도로위,이륜차,승용차,953999,1942068,126.9797307,37.47669603,6,28,20
25009,2017,2017-06-28 23:00,야간,수,1,2,0,1,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,949058,1953280,126.9230741,37.5774924,6,28,23
25010,2017,2017-06-29 0:00,야간,목,1,1,0,0,0,서울,광진구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,964892,1949694,127.1025635,37.5459107,6,29,0
25014,2017,2017-06-29 3:00,야간,목,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,941502,1949284,126.837825,37.54102735,6,29,3
25032,2017,2017-06-30 17:00,주간,금,1,2,1,0,0,서울,영등포구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,교량위,이륜차,화물차,947576,1946355,126.9067859,37.51499339,6,30,17
25051,2017,2017-07-02 13:00,주간,일,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959337,1942272,127.040091,37.47878517,7,2,13
25052,2017,2017-07-03 0:00,야간,월,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,967016,1941876,127.1269584,37.47552196,7,3,0
25062,2017,2017-07-03 13:00,주간,월,1,1,0,0,0,서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,953362,1953332,126.9718123,37.57818924,7,3,13
25074,2017,2017-07-05 2:00,야간,수,1,1,0,0,0,서울,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,960753,1961749,127.0550629,37.65439833,7,5,2
25088,2017,2017-07-05 22:00,야간,수,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,942274,1944453,126.8469428,37.49753399,7,5,22
25102,2017,2017-07-06 21:00,야간,목,1,1,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,이륜차,947556,1952942,126.9060887,37.57436163,7,6,21
25129,2017,2017-07-09 14:00,주간,일,2,16,4,9,1,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,959979,1939705,127.0474904,37.45567212,7,9,14
25152,2017,2017-07-11 23:00,야간,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,이륜차,보행자,946689,1947064,126.8966979,37.52133287,7,11,23
25158,2017,2017-07-12 8:00,주간,수,1,1,0,0,0,서울,강동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966582,1949741,127.1216924,37.54639717,7,12,8
25167,2017,2017-07-12 21:00,야간,수,1,2,1,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961281,1963894,127.0609348,37.67375396,7,12,21
25178,2017,2017-07-13 15:00,주간,목,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,961297,1949361,127.0618852,37.54276527,7,13,15
25189,2017,2017-07-14 12:00,주간,금,1,1,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,건설기계,946064,1954219,126.8890992,37.58578506,7,14,12
25192,2017,2017-07-14 22:00,야간,금,1,1,0,0,0,서울,용산구,차대차,기타,기타,과속,단일로,교량위,이륜차,승용차,950984,1947652,126.9452615,37.52687091,7,14,22
25193,2017,2017-07-14 22:00,야간,금,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966461,1949442,127.1203363,37.54369777,7,14,22
25196,2017,2017-07-15 11:00,주간,토,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,943819,1949560,126.8640299,37.54365911,7,15,11
25232,2017,2017-07-18 12:00,주간,화,1,2,1,0,0,서울,서초구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,955344,1944813,126.9947765,37.50150363,7,18,12
25247,2017,2017-07-20 0:00,야간,목,1,1,0,0,0,서울,도봉구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,959420,1963582,127.0398494,37.67086143,7,20,0
25273,2017,2017-07-22 3:00,야간,토,1,2,0,1,0,서울,용산구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,954630,1948816,126.9864516,37.53754894,7,22,3
25274,2017,2017-07-22 3:00,야간,토,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957842,1945085,127.0230215,37.50407275,7,22,3
25278,2017,2017-07-22 12:00,주간,토,1,4,1,2,0,서울,도봉구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,958084,1961514,127.0248193,37.65216224,7,22,12
25281,2017,2017-07-22 20:00,야간,토,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956336,1944106,127.0060412,37.49517867,7,22,20
25287,2017,2017-07-23 11:00,주간,일,1,3,0,2,0,서울,송파구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,승용차,967917,1941806,127.1371513,37.47492275,7,23,11
25289,2017,2017-07-23 17:00,주간,일,2,4,1,1,0,서울,은평구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,949808,1956754,126.9313294,37.60884505,7,23,17
25310,2017,2017-07-25 14:00,주간,화,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942847,1946209,126.8532883,37.51339661,7,25,14
25314,2017,2017-07-25 21:00,야간,화,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,944374,1951189,126.8701886,37.55837502,7,25,21
25317,2017,2017-07-26 4:00,야간,수,1,1,0,0,0,서울,성북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957811,1955829,127.0220528,37.60090993,7,26,4
25318,2017,2017-07-26 4:00,야간,수,1,1,0,0,0,서울,영등포구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947089,1948596,126.9011139,37.53516402,7,26,4
25337,2017,2017-07-28 4:00,야간,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,승용차,자전거,961568,1952419,127.0647926,37.57033935,7,28,4
25349,2017,2017-07-29 5:00,야간,토,1,1,0,0,0,서울,종로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956788,1952513,127.0106596,37.57097464,7,29,5
25388,2017,2017-08-01 17:00,주간,화,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,942717,1944514,126.8519494,37.49811138,8,1,17
25391,2017,2017-08-02 6:00,주간,수,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,961490,1949945,127.0640393,37.54803715,8,2,6
25396,2017,2017-08-03 3:00,야간,목,1,1,0,0,0,서울,영등포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,945380,1947444,126.8818569,37.52468126,8,3,3
25438,2017,2017-08-06 4:00,야간,일,1,1,0,0,0,서울,노원구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,터널안,이륜차,없음,964881,1964326,127.1017362,37.67779256,8,6,4
25449,2017,2017-08-06 23:00,야간,일,1,1,0,0,0,서울,강서구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,939548,1950147,126.8156368,37.54867943,8,6,23
25493,2017,2017-08-10 21:00,야간,목,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,953936,1952044,126.9783937,37.56660917,8,10,21
25510,2017,2017-08-12 11:00,주간,토,1,1,0,0,0,서울,강동구,차대차,측면충돌,측면충돌,기타,교차로,교차로내,자전거,화물차,967195,1948707,127.1286779,37.53709933,8,12,11
25513,2017,2017-08-13 2:00,야간,일,1,2,0,1,0,서울,동대문구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,승용차,건설기계,959450,1955208,127.0406544,37.59538645,8,13,2
25522,2017,2017-08-14 13:00,주간,월,1,1,0,0,0,서울,강서구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,941878,1950765,126.8419636,37.55439939,8,14,13
25531,2017,2017-08-15 12:00,주간,화,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,947195,1938965,126.903005,37.44836408,8,15,12
25589,2017,2017-08-21 4:00,야간,월,1,1,0,0,0,서울,동대문구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,960581,1953899,127.0535364,37.58363726,8,21,4
25591,2017,2017-08-21 9:00,주간,월,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,959178,1957125,127.0374663,37.61265275,8,21,9
